type,date(yyyyMMddHHmmss),author,message,latitude,longitude, location
mbdata,20140123194547,AbilaPost,additional APD unit arrive scen shooting Gelatogalore AbilaPost,,,
mbdata,20140123194548,klingon4real,rt @CentralBulletin report officer result gun fire Abila business Gelatogalore Abila CentralBulletin,,,
mbdata,20140123194557,gardener4958,rt @CentralBulletin officer shoot ambulance dispatch gelatogalore shoot Abila CentralBulletin,,,
mbdata,20140123194600,blueSunshine,rt @KronosStar APD evacuate area ask public refrain gawk   KronosStar,,,
mbdata,20140123194600,plasticParts,rt @KronosStar APD evacuate area ask public refrain gawk   KronosStar,,,
mbdata,20140123194600,jaques,rt @KronosStar APD evacuate area ask public refrain gawk   KronosStar,,,
mbdata,20140123194600,InternationalNews,continue evacuation n Abila Dancing Dolphin Fire abila IntNews,,,
mbdata,20140123194600,anaregents,cop leave becuz much love apdfail?#pokrules,,,
mbdata,20140123194600,truccotrucco,cop arrive someone see shooting,36.059,24.856,
mbdata,20140123194600,yomamma,omg I live 10 minute food store,,,
mbdata,20140123194600,protoGuy,realize cop shoot lot bullet n't hit van dude,,,
mbdata,20140123194600,HomelandIlluminations,additional APD unit site hostage scene,,,
mbdata,20140123194600,roger_roger,guy come back say look back door see black van guy gun,,,
mbdata,20140123194606,Clevvah4Evah,That bad I carpool tunnel pok Rally Grammar,,,
mbdata,20140123194606,KronosQuoth,Fortune side dare   POKRally hi,,,
mbdata,20140123194606,KronosQuoth,how wonderful nobody need wait single moment starting improve world   KronosStar POKRally,,,
mbdata,20140123194611,siliconKing,RT @HomelandIlluminations APD one unit site,,,
mbdata,20140123194611,zengardener,rt @megaMan Cop buddy run ambulance TAG,,,
mbdata,20140123194611,sithLordJames,RT @HomelandIlluminations APB report APD unit en route,,,
mbdata,20140123194611,ninjabob,RT @HomelandIlluminations APB report APD unit en route,,,
mbdata,20140123194621,roger_roger,I think be stuck,,,
mbdata,20140123194622,jgrobannne,rt @ernieO let we support victim may attacker know kill solution,,,
mbdata,20140123194622,slamrjamr,rt @brontes_riff cop everywhere,,,
mbdata,20140123194628,rnbwBrite,RT @KronosStar Government official tell people please stay away crime scene KronosStar,,,
mbdata,20140123194628,reggierockin776,I recommend site abila dates.kronos/clickhere,,,
mbdata,20140123194635,FriendsOfKronos,cop come battle POK terrorist,,,
mbdata,20140123194637,BlueVelvet,rt @KronosStar official ask public patient APD resolve issue KronosStar,,,
mbdata,20140123194637,zengardener,rt @KronosStar official ask public patient APD resolve issue KronosStar,,,
mbdata,20140123194637,phantomagate,rt @KronosStar official ask public patient APD resolve issue KronosStar,,,
mbdata,20140123194640,farmboy,RT @AbilaPost Police evacuate corner around Alexandiras Ithakis public safety,,,
mbdata,20140123194640,jaques,RT @AbilaPost Police evacuate corner around Alexandiras Ithakis public safety,,,
mbdata,20140123194641,onl1neRecords,doin Fun'n'Run weekend abilacityPark,,,
mbdata,20140123194641,FriendsOfKronos,Sylvia 's rally park distraction pok terroristsnotasdumbastheylook,,,
mbdata,20140123194641,surferMan,terorrist rocker go back church,,,
mbdata,20140123194641,protoGuy,n't cop practice gun,,,
mbdata,20140123194641,CentralBulletin,additional police unit respond shooting scene Abila CentralBulletin,,,
mbdata,20140123194641,InternationalNews,Abila police department keeping people away scene shooting IntNews,,,
mbdata,20140123194641,prettyRain,ca nt getout,,,
mbdata,20140123194647,ReggieWassali,cop leave cop scared power community POKRally,,,
mbdata,20140123194647,roger_roger,I ca n't stay going take change back,,,
ccdata,20140123194647,,traffic stop,,,64 Pafin Rd
ccdata,20140123194651,,incomplete call for POLICE,,,
mbdata,20140123194653,KronosQuoth,when everything seem go remember airplane take wind   KronosStar POKRally,,,
mbdata,20140123194653,KronosQuoth,our consciousness arise subside mortal success POKRally HI,,,
mbdata,20140123194700,rrWine,RT @soulofShi wow Most excitement town see   go GG check who be,,,
mbdata,20140123194700,lindyT,RT @HomelandIlluminations evacuation expand include building HI,,,
mbdata,20140123194700,worldWatcher,RT @dangermice lot displace people wonder go tonight,,,
mbdata,20140123194700,jgrobannne,rt @InternationalNews continue evacuation n Abila Dancing Dolphin Fire abila IntNews,,,
mbdata,20140123194700,blueSunshine,RT @HomelandIlluminations additional APD unit site hostage scene,,,
mbdata,20140123194700,GreyCatCollectibles,sososad,,,
mbdata,20140123194700,martaO,finallyhere,,,
mbdata,20140123194700,truthforcadau,cop leave without violence peacerule pok,36.051,24.854,
mbdata,20140123194700,luvwool,thank goodness microblog one else telling we be go,,,
mbdata,20140123194700,protoGuy,cop come getting real,,,
mbdata,20140123194700,KronosStar,additional APD unit call scene shooting near General Grocer Gelato Galore KronosStar,,,
mbdata,20140123194700,AbilaPoliceDepartment,report police event Ithakis Alexandrias please avoid area resolve situation APD,,,
mbdata,20140123194700,roger_roger,one want run what go on out there,,,
mbdata,20140123194700,Simon_Hamaeth,scary standoff,,,
ccdata,20140123194700,,crime scene investigation request location person incident of interest,,,1422 N. Souliou St
mbdata,20140123194711,joyce101,RT @HomelandIlluminations APB report APD unit en route,,,
mbdata,20140123194714,meds4realz43,get pay give away free software easy make.money.kronos/link kronos,,,
mbdata,20140123194714,KronosQuoth,you ca nt use creativity   the use   KronosStar POKRally,,,
mbdata,20140123194737,henri,rt @KronosStar official ask public patient APD resolve issue KronosStar,,,
mbdata,20140123194739,BlueVelvet,RT @HomelandIlluminations Ambulance arrive scene standoff,,,
mbdata,20140123194740,microBanana,RT @AbilaPost Police evacuate corner around Alexandiras Ithakis public safety,,,
mbdata,20140123194741,rnbwBrite,rt @onl1neRecords doin Fun'n'Run weekend abilacityPark,,,
mbdata,20140123194741,luvMyPants,RT @CentralBulletin additional police unit respond shooting scene Abila CentralBulletin,,,
mbdata,20140123194742,KronosQuoth,opportunity n't happen create   POKRally hi,,,
mbdata,20140123194751,stolkfair,rt @megaMan behind telephone pole tag stillonit,,,
mbdata,20140123194757,gardener4958,rt @CentralBulletin officer shoot ambulance dispatch gelatogalore shoot Abila CentralBulletin,,,
mbdata,20140123194757,lindyT,rt @CentralBulletin officer shoot ambulance dispatch gelatogalore shoot Abila CentralBulletin,,,
mbdata,20140123194800,ninjabob,rt @praise111 prayer injure police officer family,,,
mbdata,20140123194800,ninjabob,rt @KronosStar APD evacuate area ask public refrain gawk   KronosStar,,,
mbdata,20140123194800,microBanana,rt @KronosStar APD evacuate area ask public refrain gawk   KronosStar,,,
mbdata,20140123194800,worldWatcher,RT @HomelandIlluminations additional APD unit site hostage scene,,,
mbdata,20140123194800,lindyT,RT @HomelandIlluminations additional APD unit site hostage scene,,,
mbdata,20140123194800,jaques,RT @roger_roger Guy come back say look back door see black van guy gun,,,
mbdata,20140123194800,klingon4real,RT @KronosStar additional APD unit call scene shooting near General Grocer Gelato Galore KronosStar,,,
mbdata,20140123194811,zengardener,RT @brontes_riff oh guess be neighbor,,,
mbdata,20140123194812,KronosQuoth,every strike bring close next home run   KronosStar POKRally,,,
mbdata,20140123194813,grlPwrz505,wanna get van detailed -recommendation blackvansrule,,,
mbdata,20140123194813,ourcountryourrights,cop leave wonder be go pok,,,
mbdata,20140123194813,SiaradSea,wonder ii snek,,,
ccdata,20140123194813,,alarm secure no crime,,,6464 N. Carnero St
mbdata,20140123194822,soup4u,rt @michelleR thank APD AFD brave service AbilasFinest,,,
mbdata,20140123194823,vetsRock,rt @truccotrucco look like 3 cop car black van two people front van shoot,,,
mbdata,20140123194840,sithLordJames,rt @ernieO what heck go today craziness,,,
mbdata,20140123194840,joyce101,RT @AbilaPost Police evacuate corner around Alexandiras Ithakis public safety,,,
mbdata,20140123194840,plasticParts,RT @AbilaPost Police evacuate corner around Alexandiras Ithakis public safety,,,
mbdata,20140123194841,wireHead1122,RT @surferMan terorrist rocker go back church,,,
mbdata,20140123194841,vonneka,RT @CentralBulletin additional police unit respond shooting scene Abila CentralBulletin,,,
mbdata,20140123194841,phantomagate,rt @InternationalNews Abila police department keep people away scene shooting IntNews,,,
mbdata,20140123194841,KronosQuoth,you become believe   KronosStar POKRally,,,
mbdata,20140123194841,KronosQuoth,blessed meek shall inherit earth   KronosStar POKRally,,,
mbdata,20140123194841,KronosQuoth,if willing risk usual settle ordinary   POKRally HI,,,
mbdata,20140123194841,KronosQuoth,the whole secret successful life find one 's destiny   POKRally HI,,,
mbdata,20140123194900,gardener4958,RT @HomelandIlluminations evacuation expand include building HI,,,
mbdata,20140123194900,zengardener,rt @hempRules Jax got call go help AbilaFire BravestHusbandEver AbilasFinest,,,
mbdata,20140123194900,sarajane,rt @KronosStar APD evacuate area ask public refrain gawk   KronosStar,,,
mbdata,20140123194900,brain448,rt @InternationalNews continue evacuation n Abila Dancing Dolphin Fire abila IntNews,,,
mbdata,20140123194900,blueSunshine,rt @InternationalNews continue evacuation n Abila Dancing Dolphin Fire abila IntNews,,,
mbdata,20140123194900,joyce101,RT @HomelandIlluminations additional APD unit site hostage scene,,,
mbdata,20140123194900,footfingers,cop scared people rising system pok,36.054,24.902,
mbdata,20140123194900,joyBubbles,I feel awful attack poor people send robot mars ca n't find way stop ivolence,,,
mbdata,20140123194900,panopticon,look cop might APD,,,
mbdata,20140123194900,prettyRain,please help we someone,,,
ccdata,20140123194900,,vehicle accident report,,,N. Pilau St / N. Arkadiou St
mbdata,20140123194905,KronosQuoth,if wind serve take oar   KronosStar POKRally,,,
mbdata,20140123194905,KronosQuoth,real difficulty overcome imaginary one unconquerable   POKRally HI,,,
mbdata,20140123194905,KronosQuoth,success consist never making mistake never making one second time   POKRally hi,,,
mbdata,20140123194913,wiseWords,rt @grlPwrz505 wanna get van detail -recommendation blackvansrules,,,
mbdata,20140123194921,dragonRider1,rt @roger_roger I think be stuck,,,
mbdata,20140123194922,soup4u,rt @Sara_Nespola guy van gun n't seem stable,,,
mbdata,20140123194933,KronosQuoth,an unexamined life worth live   KronosStar POKRally,,,
mbdata,20140123194933,eazymoney,cheap car sale no question ask   cars.kronos/choppers   abila van car,,,
mbdata,20140123194941,rnbwBrite,RT @CentralBulletin additional police unit respond shooting scene Abila CentralBulletin,,,
mbdata,20140123194941,slamrjamr,RT @CentralBulletin additional police unit respond shooting scene Abila CentralBulletin,,,
mbdata,20140123194941,stolkfair,RT @CentralBulletin additional police unit respond shooting scene Abila CentralBulletin,,,
mbdata,20140123194941,dragonRider1,RT @CentralBulletin additional police unit respond shooting scene Abila CentralBulletin,,,
mbdata,20140123194941,microBanana,rt @InternationalNews Abila police department keep people away scene shooting IntNews,,,
mbdata,20140123194941,AbilaPost,ambulance arrive wound APD officer hope well AbilaPost,,,
mbdata,20140123195000,phantomagate,RT @HomelandIlluminations additional APD unit site hostage scene,,,
mbdata,20140123195000,dolls4sale,rt @protoGuy cop come get real,,,
mbdata,20140123195000,teresaJ,rt @panopticon look cop might APD,,,
mbdata,20140123195000,NewsOnlineToday,dance Dolphin fire abila continue hope good NewsOnline,,,
mbdata,20140123195000,writinLazy,make $ 630-$8062 month online money.kronos/workathome AbilaFire,,,
mbdata,20140123195000,anaregents,Viktor E playing Ode Juliana sad RememberJuliana RememberElian pok,,,
mbdata,20140123195000,ourcountryourrights,ode Juliana beautiful song 'd gastech n't kill POK,,,
mbdata,20140123195000,truccotrucco,ambulance arrive hopefully get cop hospital fast pray ok shoot,36.059,24.856,
mbdata,20140123195000,protoGuy,ambulance show injure cop,,,
mbdata,20140123195000,CentralBulletin,ambulance arrive wound officer Abila CentralBulletin,,,
mbdata,20140123195000,roger_roger,gon na make break wish luck,,,
mbdata,20140123195002,Clevvah4Evah,your spelling grammer atrotious pok rally Grammar,,,
mbdata,20140123195002,KronosQuoth,I product circumstance I product decision   KronosStar POKRally,,,
mbdata,20140123195002,KronosQuoth,the function leadership produce leader follower   POKRally HI,,,
mbdata,20140123195002,KronosQuoth,the one crazy enough think change world one   POKRally hi,,,
mbdata,20140123195031,whiteprotein,one top diseases- help we cure diseasefund.kronos/payus abila cancer,,,
mbdata,20140123195041,BlueVelvet,rt @InternationalNews Abila police department keep people away scene shooting IntNews,,,
mbdata,20140123195041,BlueVelvet,RT @AbilaPost Ambulance arrive wound APD officer hope well AbilaPost,,,
mbdata,20140123195053,KronosQuoth,life shrink expand proportion ones courage   KronosStar POKRally,,,
mbdata,20140123195100,microBanana,rt @AbilaPoliceDepartment reporting police event Ithakis Alexandrias please avoid area resolve situation APD,,,
mbdata,20140123195100,blueSunshine,rt @Simon_Hamaeth scary standoff,,,
mbdata,20140123195100,wiseWords,rt @footfingers cop scared people rise system pok,,,
mbdata,20140123195113,truccotrucco,APD hero shooting,36.059,24.856,
mbdata,20140123195113,FriendsOfKronos,Abila Post say police officer wound sure trust pok copkiller,,,
mbdata,20140123195124,KronosQuoth,in experience one motivation desire no reason principle contain stand   POKRally HI,,,
mbdata,20140123195124,KronosQuoth,non judgment shape reckless self knowledge POKRally hi,,,
mbdata,20140123195141,dragonRider1,RT @AbilaPost Ambulance arrive wound APD officer hope well AbilaPost,,,
mbdata,20140123195141,dolls4sale,RT @AbilaPost Ambulance arrive wound APD officer hope well AbilaPost,,,
mbdata,20140123195148,KronosQuoth,you ca nt use creativity   the use   KronosStar POKRally,,,
mbdata,20140123195148,KronosQuoth,we must believe gift something thing whatever cost must attain   KronosStar POKRally,,,
mbdata,20140123195148,KronosQuoth,life happen busy making plan   KronosStar POKRally,,,
mbdata,20140123195200,vetsRock,RT @truccotrucco ambulance arrive hopefully get cop hospital fast pray ok shoot,,,
mbdata,20140123195200,BlueVelvet,RT @roger_roger gon na make break wish luck,,,
mbdata,20140123195213,reggierockin776,one top diseases- help we cure diseasefund.kronos/payus abila cancer,,,
mbdata,20140123195213,KronosQuoth,People often say motivation nt last well neither bathing   that recommend daily   KronosStar POKRally,,,
mbdata,20140123195213,KronosQuoth,there chance destiny fate hinder control firm resolve determined soul   POKRally HI,,,
mbdata,20140123195233,cleaningFish,work home make money hand fist pok,,,
mbdata,20140123195233,footfingers,remember murder Elian JusticeforElian POK,36.054,24.902,
mbdata,20140123195233,protoGuy,hope hurt cop okay,,,
mbdata,20140123195233,Sara_Nespola,take cop ambulance must dead,,,
