"TLID,N,10,0","FEDIRP,C,2","FENAME,C,16","FETYPE,C,5","FEDIRS,C,2","FRADDL,N,5,0","TOADDL,N,5,0","FRADDR,N,5,0","TOADDR,N,5,0"
184714853,N,Undeg,Dr,,2300,2440,2301,2385
184714855,N,Tzavella,St,,4300,4498,4301,4499
184714856,N,Leeno,St,,4400,4498,4401,4499
184714859,N,Valmai,St,,3970,4626,4201,4699
184714862,S,Els,St,,,,,
184714863,S,Finiatur,St,,801,899,800,898
184714864,S,Tolleniau,St,,898,800,899,801
184714865,S,Omirou,St,,,,,
184714866,S,Taxiarchon,Ave,,901,999,900,998
184714867,S,Profitou Ilia,Ave,,901,999,900,998
184714868,S,Gounaraki,St,,601,699,600,698
184714869,S,Gounaraki,St,,801,899,800,898
